Prénoms 2010;Nombre;Prénoms 2009;Nombre;Prénoms 2008;Nombre;Prénoms 2007;Nombre;Prénoms 2006;Nombre;Prénoms 2005;Nombre;Prénoms 2004;Nombre
Nelson;8;Aloys;8;Adja;7;Emilio;7;Pierre-Antoine;7;Natalia;7;Yaya;7
Maud;8;Yannick;8;Alassane;7;Maëlis;7;Loan;7;Ambrine;7;Cindy;7
Jimmy;8;Joana;8;Aly;7;Charly;7;Bénédicte;7;Lévana;7;Sabri;7
Abigaël;8;Solveig;8;Amadou;7;Floriane;7;Salim;7;Amadou;7;Kadidia;7
Delphine;8;Angie;8;Amanda;7;Lohan;7;Dora;7;Santiago;7;Lazare;7
Noélie;8;Dany;8;Ambrine;7;Saskia;7;Ketsia;7;Hicham;7;Melvil;7
Adélaïde;8;Manelle;8;Andrew;7;Marko;7;Adriano;7;Abdel;7;Eddy;7
Haroun;8;Divine;8;Anne-Sophie;7;Sana;7;Celia;7;Haby;7;Asma;7
Tali;8;Malek;8;Arda;7;Philomène;7;Thalia;7;Célestine;7;Louane;7
Maëva;8;Lamine;8;Aylan;7;Samia;7;Shaï;7;Issam;7;Cléophée;7
Kadiatou;8;Mahault;8;Badis;7;Cyrus;7;Jawad;7;Helena;7;Moïse;7
Cameron;8;Agnès;8;Brahim;7;Mélodie;7;Melvyn;7;Isra;7;Nine;7
Matias;8;Jimmy;8;Camila;7;Owen;7;Karolina;7;Fabio;7;Siméon;7
Eglantine;8;Yoann;8;Célina;7;Aliyah;7;Samba;7;Malia;7;Teddy;7
Allan;8;Leonor;8;Eliel;7;Shawn;7;Ilona;7;Macéo;7;Abdallah;7
Lilas;8;Tao;8;Eliette;7;Paulin;7;Alexane;7;Tobias;7;Anaelle;7
Élise;8;Tancrède;8;Elif;7;Amalia;7;John;7;Séléna;7;Marthe;7
Paolo;8;Cécilia;8;Elijah;7;Hugues;7;Rohan;7;Émile;7;Corto;7
Tidiane;8;Mendel;8;Elly;7;Cynthia;7;Malick;7;Rivka;7;Rafaël;7
Christelle;7;Ilyana;8;Élodie;7;Gloria;7;Léo-Paul;7;Shaïma;7;Marc-Antoine;7
Amin;7;Damian;8;Elona;7;Yacouba;7;Vianney;7;Moustapha;7;Mohamed-Amine;7
Joaquim;7;Nabil;8;Ema;7;Sienna;7;Sidney;7;Aubin;7;Brahim;7
Oriane;7;Aliou;8;Emily;7;Chris;7;Brune;7;Liv;7;Avi;7
Daphnée;7;Steven;7;Éva;7;Johanna;7;Alfred;7;Line;7;Mohamed-Ali;7
Steven;7;Nelya;7;Eya;7;Baudouin;7;Mayeul;7;Alyssia;7;Carmen;7
Athénaïs;7;Carl;7;Filip;7;Aristide;7;Harry;7;Jennifer;7;Kamel;7
Shaï;7;Iban;7;Hayden;7;Issam;7;Zachary;7;Imen;7;Aymen;7
Sandra;7;Avril;7;Hermine;7;Siméon;7;Alina;7;Pia;7;Paula;7
Célian;7;Jessy;7;Hicham;7;Milena;7;Neil;7;Yoann;7;Eytan;7
Joy;7;Talia;7;Ilana;7;Ryad;7;Marwane;7;Joana;7;Saïd;7
Shaïna;7;Noura;7;Iman;7;Bastian;7;Réda;7;Leïla;7;Aubin;7
Marylou;7;Dahlia;7;Inês;7;Louann;7;Bakary;7;Flavia;7;Loane;7
Christ;7;Christopher;7;Jacob;7;Kenny;7;Adélie;7;Sean;7;Alec;7
Anya;7;Aude;7;Jan;7;Jérôme;7;Gaston;7;Toscane;7;Jean-Marc;7
Gaspar;7;Michelle;7;Johanna;7;Eytan;7;Coumba;7;Alec;7;Elona;7
Nicole;7;Richard;7;Khalil;7;Bilel;7;Hanaé;7;Léonore;7;Ben;7
Harry;7;Shaïna;7;Kilian;7;Saïd;7;Christina;7;Mahault;7;Serena;7
Anael;7;Yossef;7;Kyle;7;Tiffany;7;Prisca;7;Jimmy;7;Angelina;7
Luisa;7;Alfred;7;Lahna;7;Isidore;7;Ysée;7;Ilhan;7;James;7
Jihane;7;Annabelle;7;Lancelot;7;Carmen;7;Yasin;7;Jarod;7;Flavio;7
Cyrine;7;Cyrine;7;Leny;7;Gaïa;7;Katell;7;Wendy;7;Malik;7
Yasmina;7;Elly;7;Lilya;7;Jason;7;Mélody;7;Dominique;7;Gianni;7
John;7;Alexane;7;Linda;7;Colin;7;Yaya;7;Goundo;7;Wilson;7
Éric;7;Junon;7;Line;7;Ben;7;Merwan;7;Léopoldine;7;Geoffrey;7
Prince;7;Nell;7;Lior;7;Lou-Ann;7;Alya;7;Khalil;7;Lylia;7
Samba;7;Tracy;7;Liz;7;Lahna;7;Cynthia;7;Luis;7;Léni;7
Yona;7;Marcus;7;Loan;7;Naïs;7;Albert;7;Iman;7;Aurélia;7
Oren;7;Ethel;7;Luis;7;Binta;7;Amy;7;Joan;7;Brayan;6
Nelly;7;Elyssa;7;Lyne;7;Liv;7;Swann;7;Loris;7;Nael;6
Cheikh;7;Flavien;7;Lynn;7;Riyad;7;Lauriane;7;Noélie;7;Loubna;6
Adélie;7;Ysé;7;Mahault;7;Camila;7;Gabriela;7;Norah;6;Wandrille;6
Mélia;7;Archibald;7;Mahmoud;7;Ela;7;Patricia;7;Meïssa;6;Germain;6
Bruno;7;Zakariya;7;Manelle;7;Aurélia;7;Tatiana;7;Carl;6;Chanel;6
Sephora;7;Ilana;7;Marcel;7;Adriana;7;Vladimir;7;Robert;6;Yanni;6
Aaliyah;7;Ladji;7;Marie-Lou;7;Nabil;7;Angélina;7;Myrtille;6;Liza;6
Arié;7;Emir;7;Marthe;7;Iman;7;Milena;7;Salim;6;Iban;6
Zachary;7;Christina;7;Marylou;7;Hassan;7;Angélique;7;Valérie;6;Athéna;6
Emeline;7;Solenn;7;Matis;7;Zadig;7;Célestine;7;Célian;6;Mahé;6
Karamba;7;Alyssa;7;Matt;7;Nazim;7;Rokia;7;Jessy;6;Amélia;6
Maÿlis;7;Clarence;7;Meïssa;7;Alpha;7;Soren;7;Celia;6;Mory;6
Ramata;7;Emilio;7;Meriem;7;Shany;7;Henry;7;Antony;6;Carl;6
Philémon;7;Samia;7;Milena;7;Rahma;7;Marthe;7;Francis;6;Safa;6
Caroline;7;Ahmad;7;Moustapha;7;Laurent;7;Émile;7;Germain;6;Alexane;6
Nélia;7;Adélie;7;Naïl;7;Wendy;7;Gary;7;Youri;6;Harold;6
Hillel;7;Ada;7;Nelly;7;Elvire;7;Bilel;7;Karla;6;Calvin;6
Lazar;7;Emil;7;Nikola;7;Tancrède;7;Loïs;7;Éléa;6;Gad;6
Abdou;7;Camil;7;Nil;7;Ruth;7;Logan;7;Lynn;6;Harry;6
Erin;7;Laëtitia;7;Nizar;7;Joël;7;Saïd;7;Harold;6;Brune;6
Aboubakar;7;Stéphane;7;Orlane;7;Zineb;6;Tiffany;7;Jenna;6;Guy;6
Lamia;7;Nadir;7;Paolo;7;Fatouma;6;Scarlett;7;Josué;6;Rami;6
Jane;7;Amalia;7;Paris;7;Leïna;6;Emilia;7;Nicole;6;Yossef;6
Cyrille;7;Loup;7;Paula;7;Christelle;6;Bertille;7;Armance;6;Sadio;6
Loup;7;Solange;7;Priscille;7;Eugène;6;Odélia;7;Lyes;6;Jawad;6
Riad;7;Aleksandar;7;Rahma;7;Ania;6;Paula;7;Aymane;6;Oren;6
Younès;7;Ian;7;Rémy;7;Rodrigue;6;Morgan;7;Vianney;6;Aymane;6
Luke;7;Nada;7;Rokia;7;Isis;6;Katia;7;Marcus;6;Sebastian;6
Siloé;7;Jane;7;Safa;7;Joaquim;6;Tina;7;Enguerrand;6;Viktor;6
Arnaud;7;Aboubakar;7;Saïd;7;Avril;6;Malek;7;Calista;6;Oussama;6
Enola;7;Nathaniel;7;Shaï;7;Carl;6;Juliana;7;Karen;6;Betty;6
Célestine;7;Marouane;7;Shanice;7;Michelle;6;Divine;7;Mélia;6;Méline;6
Haïm;7;Lauren;7;Sharon;7;Jenny;6;Daniela;7;Djénéba;6;Ilyass;6
Ellie;7;Natalia;7;Soline;7;Ranya;6;Manelle;7;Demba;6;Alissa;6
Andreas;7;Seydou;7;Tal;7;Valérie;6;Amicie;7;Malcolm;6;Warren;6
Luz;7;Mayane;7;Talia;7;John;6;Alizée;7;Mélodie;6;Solenn;6
Perrine;7;Lylou;7;Thibaud;7;Loïse;6;Noham;7;Lily-Rose;6;Djénéba;6
Paula;7;Saul;7;Tia;7;Enguerrand;6;Melina;7;Viktor;6;Abdellah;6
Matilda;7;Shérine;7;Tobias;7;Elyssa;6;Jimmy;7;Flavie;6;Clothilde;6
Loïs;7;Reda;7;Toscane;7;Mayeul;6;Aviel;7;Oussama;6;Anaël;6
Macéo;7;Sienna;7;Valentino;7;Priscille;6;Arno;7;Ysé;6;Luce;6
Rosa;7;Jan;7;Viviane;7;Khadidja;6;Mike;7;Adame;6;Charlène;6
Moïra;7;Alexy;7;Warren;7;Willy;6;Dominique;7;Abdelkader;6;Gabriella;6
Elyès;7;Rokia;7;Wiktoria;7;Kahina;6;Emy;7;Philomène;6;Patricia;6
Éloïse;7;Ambrine;7;Youri;7;Dune;6;Nikola;7;Cheick;6;Manuel;6
Avital;7;Johanna;7;Ysé;7;Yoav;6;Irina;7;Malak;6;Ian;6
Alassane;7;Angelo;7;Ysée;7;Malick;6;Taïna;7;Floriane;6;Khadija;6
Orlane;7;Maelle;7;Zakarya;7;Aylan;6;Joël;7;Lindsay;6;Dana;6
Sekou;7;Maelys;7;Abigail;6;Sidney;6;Wendy;7;Joris;6;Louka;6
Dany;7;Aristide;7;Aglaé;6;Anita;6;Aurélia;7;Lalie;6;Léana;6
Neyla;7;Moustapha;7;Alone;6;Roxanne;6;Ludmila;7;Khadija;6;Albert;6
Grace;7;Marwen;7;Aloys;6;Josué;6;Tidiane;7;Florentin;6;Aboubakar;6
Moustafa;7;Emilia;7;Andrei;6;Lucille;6;Nouha;7;Eythan;6;Niouma;6
Lahna;7;Isidore;7;Andy;6;Mayssa;6;Léopoldine;7;Lauryn;6;Eléna;6
Alycia;7;Hind;7;Angela;6;Viktor;6;Joe;6;Cynthia;6;Adeline;6
Jarod;7;Patrick;7;Ania;6;Barnabé;6;Sandra;6;Erine;6;Olympe;6
Fantine;7;Louann;7;Anselme;6;Ilana;6;Soraya;6;Lancelot;6;Aris;6
Iyad;7;Sean;7;Antonio;6;Barthélémy;6;Célian;6;Aurel;6;Henry;6
Laurent;7;Ludovic;7;Arto;6;Ilies;6;Amélia;6;Mouhamed;6;Reda;6
Paris;7;Elizabeth;7;Arwen;6;Deborah;6;Annabelle;6;Alixe;6;Nikita;6
Nabil;7;Binta;7;Aubin;6;Alissa;6;Harold;6;Imene;6;Doriane;6
Liliane;7;Kady;7;Aude;6;Lindsay;6;Jenna;6;Tessa;6;Ramy;6
Perla;7;Assil;7;Ayman;6;Naëlle;6;Calvin;6;Reda;6;Grâce;6
Eyal;7;Imène;7;Béryl;6;Emil;6;Josué;6;Johnny;6;Chelsea;6
Eloane;7;Paco;7;Boris;6;Mathilda;6;Armance;6;Eddy;6;Filipe;6
Emilien;7;Loris;7;Brayan;6;Tiphaine;6;Shaïly;6;Antonia;6;Younès;6
Maëline;7;Eglantine;7;Célestine;6;Kyliann;6;Chayma;6;Shayna;6;Térence;6
Lou-Anne;7;Laurent;7;Célian;6;Erine;6;Aimée;6;Louane;6;Joey;6
Aurélia;7;Rahma;7;Chahinez;6;Maélys;6;Néo;6;Teddy;6;Daria;6
Nolhan;7;Kiara;7;Charlène;6;Aby;6;Nicole;6;Matthis;6;Vladimir;6
Preston;7;Goundo;7;Christelle;6;Jibril;6;Alba;6;Anaé;6;Natalia;6
Christine;7;Kadidiatou;7;Clélia;6;Laëtitia;6;Tasnim;6;Giulio;6;Perle;6
Tim;7;Maïwenn;7;Constant;6;Jane;6;Flavien;6;Doriane;6;Satine;6
Amelia;7;Kenzi;7;Cyrielle;6;Dana;6;Elyssa;6;Nine;6;Morgan;6
Lylia;7;Tim;7;Dana;6;Nadir;6;Nadia;6;Sienna;6;Sharon;6
Melvin;6;Lou-Anne;7;Dany;6;Claudia;6;Adame;6;Melvil;6;Benoit;6
Maxine;6;Adriana;7;Djeneba;6;Rébecca;6;Marko;6;Mael;6;Boubou;6
Sohan;6;Aurélia;7;Djénéba;6;Franck;6;Maÿlis;6;Térence;6;Naya;6
Haron;6;Emilien;7;Eli;6;Madina;6;Joris;6;Jeremy;6;Odélia;6
Rodrigue;6;Ilyess;7;Eliahou;6;Mamoudou;6;Emilio;6;Yves;6;Florence;6
Christopher;6;Liya;6;Élisa;6;Philémon;6;Lindsay;6;Henry;6;Halima;6
Dahlia;6;Eliana;6;Éloïse;6;Julianne;6;Ewan;6;Valentina;6;Adil;6
Kassim;6;Aksil;6;Émilie;6;Natalia;6;Floriane;6;Anaelle;6;Idris;6
Meïssa;6;Rodrigue;6;Emilio;6;Soren;6;Maëlie;6;Yacouba;6;Nesrine;6
Léandro;6;Alphonse;6;Emna;6;Shani;6;Malcolm;6;Philéas;6;Camelia;6
Zakarya;6;Taïs;6;Eugène;6;Nikita;6;Aksel;6;Célina;6;Bahia;6
Coralie;6;Ania;6;Eurydice;6;Lévana;6;Erwann;6;Houda;6;Lamine;6
Élie;6;Zakarya;6;Ève;6;Nine;6;Deborah;6;Coraline;6;Abigaël;6
Carl;6;Jayson;6;Fabio;6;Badis;6;Naëlle;6;Camelia;6;Wilfried;6
Isis;6;Coralie;6;Flavie;6;Énora;6;Anaël;6;Satine;6;Amara;6
Gwendoline;6;Eugène;6;Floriane;6;Anselme;6;Abdou;6;Alysson;6;Imène;6
Miguel;6;Zineb;6;Gabriella;6;Jaden;6;Souleyman;6;Tiffany;6;Latifa;6
Soumaya;6;Yannis;6;Gaëlle;6;Yara;6;Hugues;6;Noor;6;Elya;6
Elyssa;6;Nicole;6;Gaétan;6;Younès;6;Madina;6;Evann;6;Solveig;6
Baya;6;Éléa;6;Grâce;6;Kelvin;6;Loula;6;Nesrine;6;Lirone;6
Aimée;6;Kelyan;6;Guillemette;6;Mickael;6;Mouhamed;6;Odélia;6;Paco;6
Dune;6;Shaïly;6;Hedi;6;Otto;6;Erin;6;Loane;6;Nayla;6
Élisa;6;Lilie;6;Hubert;6;Evann;6;Tommy;6;Marc-Antoine;6;Sylvia;6
Priscille;6;Nelly;6;Josh;6;Emilia;6;Aboubakar;6;Jacob;6;Hasna;6
Maxim;6;Youmna;6;Joy;6;Naya;6;Loup;6;Pascal;6;Hélèna;6
Leyna;6;Maïssane;6;Kaïna;6;Milla;6;Étienne;6;Eurydice;6;Colette;6
Eulalie;6;Melvyn;6;Kathleen;6;Andreas;6;Lorena;6;Halima;6;Eliane;6
Eli;6;Oren;6;Katia;6;Cyrian;6;Hicham;6;Salimata;6;Cyriaque;6
Yoav;6;Thérèse;6;Kayliah;6;Loane;6;Jalil;6;Marie-Lou;6;Emy;6
Lilie;6;Luce;6;Kays;6;Eleanor;6;Chahine;6;Manelle;6;Virgil;6
Gaétan;6;Hedi;6;Kenzy;6;Pascal;6;Enola;6;Hiba;6;Khady;6
Stan;6;Aïssa;6;Kilyan;6;Jacob;6;Alia;6;Paco;6;Elio;6
Elior;6;Maëlie;6;Lamia;6;Patrick;6;Marjane;6;Blaise;6;Tao;6
Rami;6;Yvan;6;Lea;6;Shaïma;6;Sira;6;Foucauld;6;Khalil;6
Héléna;6;Flavie;6;Leelou;6;Aly;6;Angel;6;Ricardo;6;Kadidiatou;6
Viktor;6;Klara;6;Lehna;6;Éloïse;6;Younès;6;Hubert;6;Sylvain;6
Éva;6;Tal;6;Leo;6;Manelle;6;Alexy;6;Brieuc;6;Wendy;6
Archibald;6;Marwane;6;Léopoldine;6;Chahinez;6;Kacper;6;Nil;6;Tim;6
Nolann;6;Aron;6;Lilly;6;Pia;6;Amadou;6;Calixte;6;Josh;6
Alan;6;Erwann;6;Mady;6;Tina;6;Abdallah;6;Kady;6;;
Mathilda;6;Nadia;6;Maïssane;6;Manar;6;Elliott;6;Inés;6;;
Lohan;6;Marilou;6;Malek;6;Manuela;6;Moïse;6;Mario;6;;
Samir;6;Idan;6;Manuela;6;Elora;6;Pol;6;Natasha;6;;
Cheick;6;Muhammad;6;Mario;6;Marie-Lou;6;Yves;6;Riyad;6;;
Yassin;6;Steve;6;Marnie;6;Emi;6;Shérine;6;Hédi;6;;
Lindsay;6;Cindy;6;Marwane;6;Hayden;6;Cléophée;6;Rim;6;;
Djénéba;6;Liana;6;Mateja;6;Neyla;6;Matthéo;6;Iseult;6;;
Coumba;6;Tommy;6;Mathilda;6;Amara;6;Naya;6;Amara;6;;
Cassiopée;6;Fatim;6;Maxine;6;Divine;6;Noor;6;Amicie;6;;
Adame;6;Modibo;6;May;6;Rosa;6;Kenny;6;Maayane;6;;
Safiya;6;Savannah;6;Menahem;6;Lounis;6;Satine;6;Lylia;6;;
Léanne;6;Blandine;6;Meryem;6;Zina;6;Abdoul;6;Malik;6;;
Hedi;6;Lancelot;6;Mika;6;Tali;6;Houda;6;Geoffrey;6;;
Mélodie;6;Gabriela;6;Nabil;6;Ismael;6;Gautier;6;Élise;6;;
Dali;6;Rawane;6;Naya;6;May;6;Joëlle;6;Séphora;6;;
Cyrielle;6;Alixe;6;Neela;6;Noélie;6;Harouna;6;Matthew;6;;
Cynthia;6;Aïda;6;Philémon;6;Roy;6;Tamara;6;Dilan;6;;
Ely;6;Hugues;6;Pierre-Alexandre;6;Amelia;6;Florence;6;Anne-Laure;6;;
Fatim;6;Imene;6;Prisca;6;Eliza;6;June;6;Lili-Rose;6;;
Adeline;6;Menahem;6;Richard;6;Kiara;6;Corto;6;Aurélia;6;;
Mélinda;6;Sélène;6;Rodrigue;6;Luis;6;Milla;6;Tidiane;6;;
Idrissa;6;Shayna;6;Sabrine;6;Sylvain;6;Jérôme;6;Alpha;6;;
Gloria;6;Siméon;6;Salimata;6;Perla;6;Aline;6;;;;
Claudia;6;Anaelle;6;Samir;6;Shanon;6;Luigi;6;;;;
Blandine;6;Santiago;6;Sebastian;6;Tim;6;Maéva;6;;;;
Danaé;6;Thierry;6;Seydou;6;Kadiatou;6;Naïma;6;;;;
Taha;6;Ondine;6;Shaïna;6;Selim;6;Kaïna;6;;;;
Melchior;6;Yves;6;Sienna;6;Léopoldine;6;Leo;6;;;;
Maksim;6;Abdel;6;Solveig;6;Kilyan;6;Jennifer;6;;;;
Solange;6;Artus;6;Stacy;6;Maëva;6;Naïs;6;;;;
Marvin;6;Lubin;6;Stéphanie;6;;;Imène;6;;;;
Rokia;6;Anselme;6;Tamara;6;;;Marie-Lou;6;;;;
Natalia;6;Pétronille;6;Tanguy;6;;;Hélie;6;;;;
Stefan;6;Giovanni;6;Yannick;6;;;Liv;6;;;;
Mattia;6;Arwen;6;Yoan;6;;;Elora;6;;;;
Angel;6;Meryam;6;Yohann;6;;;Hubert;6;;;;
Anaelle;6;Mickael;6;Zack;6;;;Amar;6;;;;
Johanna;6;Jaden;6;Zakary;6;;;Sarra;6;;;;
Aristide;6;Tomas;6;;;;;Marjorie;6;;;;
Anselme;6;Leandro;6;;;;;Joan;6;;;;
Igor;6;Raoul;6;;;;;Leny;6;;;;
Ron;6;Maëly;6;;;;;Fantine;6;;;;
Mickael;6;Angel;6;;;;;Maceo;6;;;;
Ambrine;6;Gary;6;;;;;Alain;6;;;;
Zahra;6;Kyllian;6;;;;;Kadidiatou;6;;;;
Fodé;6;Kawtar;6;;;;;Alexander;6;;;;
Arwen;6;Idris;6;;;;;Ilhan;6;;;;
Emmie;6;Eytan;6;;;;;Rahma;6;;;;
Baudouin;6;Nermine;6;;;;;Yoël;6;;;;
Daria;6;Yamina;6;;;;;Anouck;6;;;;
Haby;6;Shayma;6;;;;;Ruth;6;;;;
Chris;6;Tamara;6;;;;;Aleksandra;6;;;;
Edgard;6;Tiffany;6;;;;;Adriana;6;;;;
Hamidou;6;Mika;6;;;;;Louis-Marie;6;;;;
Clélie;6;Salimata;6;;;;;Maïwenn;6;;;;
Thierno;6;Jérôme;6;;;;;;;;;;
Luan;6;Cerise;6;;;;;;;;;;
Salimata;6;Rémy;6;;;;;;;;;;
Emilia;6;Kenny;6;;;;;;;;;;
Boubou;6;Émile;6;;;;;;;;;;
Aly;6;Imrane;6;;;;;;;;;;
Gaïa;6;Melody;6;;;;;;;;;;
Jayden;6;Scarlett;6;;;;;;;;;;
Cédric;6;Ayden;6;;;;;;;;;;
Tiana;6;Elora;6;;;;;;;;;;
Jérôme;6;Tasnime;6;;;;;;;;;;
Ismail;6;Zoë;6;;;;;;;;;;
Saïd;6;Evy;6;;;;;;;;;;
Aubin;6;Marie-Lou;6;;;;;;;;;;
Malia;6;Hédi;6;;;;;;;;;;
Nawel;6;Nelson;6;;;;;;;;;;
Bouchra;6;Moïra;6;;;;;;;;;;
Mya;6;Amara;6;;;;;;;;;;
Aziz;6;Daniela;6;;;;;;;;;;
Selena;6;Frédéric;6;;;;;;;;;;
Bahia;6;Amicie;6;;;;;;;;;;
Tasnime;6;Élias;6;;;;;;;;;;
Foucauld;6;Alon;6;;;;;;;;;;
Aïssata;6;Johann;6;;;;;;;;;;
Kayna;6;Alizée;6;;;;;;;;;;
Hélie;6;Abigaëlle;6;;;;;;;;;;
Firas;6;Tidiane;6;;;;;;;;;;
Nil;6;Eileen;6;;;;;;;;;;
Elora;6;Matthew;6;;;;;;;;;;
Cléa;6;Zuzanna;6;;;;;;;;;;
Binta;6;Joël;6;;;;;;;;;;
Kilian;6;Maëline;6;;;;;;;;;;
Hatem;6;Mateja;6;;;;;;;;;;
Alone;6;Tali;6;;;;;;;;;;
Zoë;6;Maïly;6;;;;;;;;;;
Kenzy;6;Adja;6;;;;;;;;;;
Brieuc;6;Allan;6;;;;;;;;;;
Alima;6;Wissem;6;;;;;;;;;;
Kenzi;6;Kilyan;6;;;;;;;;;;
Maïly;6;Christine;6;;;;;;;;;;
Wissam;6;Flavio;6;;;;;;;;;;
Lula;6;Joanne;6;;;;;;;;;;
Fabien;6;Maceo;6;;;;;;;;;;
Lyne;6;Victorien;6;;;;;;;;;;
Killian;6;Anouck;6;;;;;;;;;;
Tancrède;6;Lylia;6;;;;;;;;;;
Lyam;6;Fantine;6;;;;;;;;;;
Wendy;6;Isée;6;;;;;;;;;;
Ludmila;6;;;;;;;;;;;;
Khady;6;;;;;;;;;;;;
Anouck;6;;;;;;;;;;;;
Elyne;6;;;;;;;;;;;;
Damian;6;;;;;;;;;;;;
Bonnie;6;;;;;;;;;;;;
Sidy;6;;;;;;;;;;;;
Yael;6;;;;;;;;;;;;
Rym;6;;;;;;;;;;;;
Maceo;6;;;;;;;;;;;;
